"nazwa główna","szerokość geograficzna","długość geograficzna","identyfikator jednostki podziału terytorialnego kraju"
"Osiedle Ignacego Jana Paderewskiego","52°11'29''","20°49'53''","1421011"
"Osiedle Ignacego Jana Paderewskiego","51°16'24''","22°33'11''","0663011"
"Osiedle Ignacego Jana Paderewskiego","50°15'00''","19°02'11''","2469011"
"Osiedle Ignacego Jana Paderewskiego","49°41'26''","19°12'21''","2417011"
"Padew Narodowa","50°26'13''","21°29'50''","1811062"
"Padlówka","49°28'28''","20°40'01''","1210152"
"Padniewko","52°39'48''","17°54'33''","0409035"
"Padniewo","52°39'25''","17°52'47''","0409035"
"Padole","50°43'03''","16°30'43''","0202035"
"Padole","50°48'27''","20°58'32''","2604012"
"Padołówka","49°43'34''","20°52'04''","1210062"
"Galicja","51°10'10''","18°15'15''","1018052"
"Padoły","49°58'06''","22°08'09''","1816042"
"Padoły","49°44'42''","20°25'08''","1207072"
"Padoły","49°55'44''","20°11'51''","1219022"
"Padoły","49°46'31''","20°00'54''","1209042"
"Padoły","49°48'16''","21°00'39''","1216072"
"Padoły","49°45'08''","21°08'45''","1205025"
"Padoły","49°44'42''","20°52'16''","1216015"
"Padoły","49°32'18''","20°30'04''","1210092"
"Podoły","49°44'57''","19°31'23''","1215072"
"Padory","51°32'09''","18°12'09''","3007022"
"Radowa","49°33'34''","20°28'09''","1210092"
"Padół","50°19'34''","22°14'19''","1808055"
"Padół","49°44'16''","20°28'37''","1207062"
"Padół","49°29'21''","20°23'36''","1211102"
"Padół","49°51'42''","19°34'60''","1218035"
"Padusze","49°53'53''","20°25'60''","1201065"
"Pagaczówka","49°46'45''","19°30'18''","1215092"
"Pagór","49°54'17''","19°33'04''","1218095"
"Pagórek","52°27'51''","19°28'23''","1404022"
"Pagórek","52°27'19''","19°28'23''","1404022"
"Pagórek","50°14'22''","20°39'01''","2603012"
"Pagórek","50°12'41''","20°37'40''","2603012"
"Pagórek","50°07'47''","20°20'33''","1214035"
"Pagórek","50°01'52''","20°35'28''","1202025"
"Pagórek","50°11'37''","20°10'57''","1214012"
"Pagórek","49°52'56''","20°31'48''","1201042"
"Podgórze","49°45'29''","20°19'33''","1207072"
"Pagórek","49°45'18''","20°34'23''","1207062"
"Pagórek","50°07'22''","20°13'35''","1214012"
"Pagórek","49°39'11''","20°51'30''","1210062"
"Pagórek","49°36'20''","20°49'36''","1210052"
"Pagórek","49°35'17''","20°49'59''","1210052"
"Pagórek","49°50'36''","21°21'42''","1805022"
"Pagórek","49°41'08''","21°21'14''","1805032"
"Pagórek","49°54'54''","19°41'46''","1218035"
"Pagórek","49°52'13''","19°33'25''","1218095"
"Pagórek","49°50'51''","19°29'56''","1218095"
"Pagórek","49°50'21''","19°28'50''","1218095"
"Pagórek","49°47'50''","19°31'38''","1218052"
"Pagórek","49°46'05''","19°27'18''","1215072"
"Pagórek Komani","49°52'30''","19°28'03''","1218095"
"Pagórki","52°26'07''","18°26'16''","3010132"
"Pagórki","54°15'18''","19°30'52''","2804095"
"Pagórki","49°59'45''","19°49'11''","1206114"
"Pagóry","50°41'04''","20°40'45''","2604122"
"Pagóry","50°13'22''","20°44'04''","1216122"
"Pagóry","49°58'48''","19°30'26''","1218062"
"Pagóry","49°50'06''","19°16'02''","2402082"
"Pagrądki","50°25'17''","21°35'18''","1820015"
"Pajągowo","53°57'32''","18°04'03''","2206082"
"Ruda-Pająk","51°24'58''","18°59'17''","1003042"
"Pająk","50°43'25''","19°00'52''","2404072"
"Pająki","52°11'28''","18°35'46''","3009082"
"Pająki","49°36'49''","20°03'52''","1207102"
"Pająki","49°22'38''","20°03'43''","1217032"
"Pająki Dolne","49°46'54''","19°34'38''","1215092"
"Pająki","49°40'34''","19°36'22''","1215082"
"Pająkowa","49°37'31''","19°48'34''","1215052"
"Pająków","51°22'54''","21°47'28''","1436032"
"Pająkówka","49°42'45''","20°15'07''","1207032"
"Pająkówka","49°37'27''","20°57'57''","1210011"
"Pająkówka","49°28'02''","20°43'26''","1210135"
"Pająkówka","49°18'05''","19°55'03''","1217042"
"Pająkówka","49°54'26''","18°35'00''","2467011"
"Pająkówka","49°43'00''","19°29'09''","1215072"
"Pająkówka","49°40'32''","19°26'05''","2417052"
"Pajdy","49°38'58''","20°09'21''","1207092"
"Pajdziki","49°36'48''","20°11'22''","1207092"
"Pajewo","53°19'32''","19°51'02''","2803045"
"Pajewo","53°07'39''","22°46'22''","2002125"
"Pajewo-Cyty","52°51'48''","20°47'10''","1402042"
"Pajewo-Króle","52°52'16''","20°49'54''","1402072"
"Pajewo-Rżyski","52°51'42''","20°46'51''","1402042"
"Pajewo-Szwelice","52°51'49''","20°46'23''","1402042"
"Pajewo Wielkie","52°51'31''","20°48'05''","1402042"
"Kolonia Pajewo","53°07'21''","22°45'25''","2002125"
"Pajęczak","51°26'23''","17°30'15''","0214085"
"Pajęczno","51°52'45''","15°12'52''","0809055"
"Pajęczno","51°08'49''","18°59'42''","1009044"
"Pajtuny","54°15'50''","20°09'58''","2802055"
"Pajtuny","53°43'53''","20°41'39''","2814102"
"Pajtuny-Kolonia","53°43'46''","20°42'20''","2814102"
"Pajtuński Młyn","53°43'36''","20°40'36''","2814102"
"Pakawie","52°41'06''","16°14'19''","3024085"
"Woźniki-Paklewy","52°36'27''","19°55'02''","1419102"
"Pakosław","51°36'41''","17°03'31''","3022042"
"Pakosław","52°25'59''","16°14'47''","3015025"
"Pakosław","54°11'51''","16°00'44''","3209012"
"Pakosław","51°11'32''","21°10'42''","1425035"
"Pakosławice","50°32'41''","17°21'51''","1607082"
"Pakosławsko","51°36'35''","17°18'03''","0213012"
"Pakosówka","49°31'35''","19°37'21''","1211052"
"Pakosz","50°51'33''","20°36'40''","2661011"
"Pakosze","54°14'36''","20°01'39''","2802055"
"Pakoszów","50°51'33''","15°36'55''","0206031"
"Pakoszów","51°01'36''","18°19'12''","1608025"
"Pakoszówka","49°37'28''","22°06'15''","1817052"
"Pakość","53°11'26''","15°23'45''","3202025"
"Pakość","52°48'25''","18°05'16''","0407074"
"Pakotulsko","53°47'52''","17°11'53''","2203062"
"Pakówka","51°40'25''","16°46'19''","3022015"
"Pakszyn","52°25'32''","17°31'08''","3003025"
"Pakszynek","52°24'14''","17°32'23''","3003025"
"Pakulanka","51°34'38''","20°35'49''","1423032"
"Pakuły","51°03'03''","20°15'31''","2605042"
"Pakuły","50°38'36''","19°02'41''","2407085"
"Pakuska","50°16'04''","19°34'40''","1212054"
"Pakuz","49°53'10''","20°00'44''","1209062"
"Palace","49°35'43''","20°08'08''","1207102"
"Palacze","49°39'08''","20°09'58''","1207092"
"Palaty","51°30'22''","18°08'27''","3018035"
"Palarzówka","49°35'20''","19°55'16''","1211125"
"Palcza","49°48'14''","19°44'37''","1215032"
"Palczew","51°38'45''","17°35'06''","3017042"
"Palczew","51°44'03''","21°05'03''","1406115"
"Palczew-Parcela","51°44'24''","21°03'53''","1406115"
"Palczewice","54°28'17''","16°28'09''","3213032"
"Palczewo","54°10'01''","18°51'26''","2210032"
"Palczewo","52°32'49''","18°31'44''","0411055"
"Palczewo","51°54'13''","20°31'53''","1438025"
"Kolonia Palczewo","54°10'10''","18°52'41''","2210032"
"Palczowice","50°00'07''","19°27'31''","1213095"
"Palczyn","52°56'18''","18°03'08''","0407092"
"Palenica","49°23'08''","20°49'35''","1210115"
"Palenica","49°39'07''","20°14'24''","1207032"
"Palenica","49°41'56''","18°51'21''","2403021"
"Palenica","49°41'38''","19°00'17''","2402011"
"Bielańskie","49°49'07''","19°15'52''","2402082"
"Palenice","49°25'20''","20°00'49''","1211142"
"Palenice","49°36'47''","19°24'51''","2417042"
"Palenie","50°35'37''","22°06'54''","1818032"
"Paleniec","51°57'40''","19°44'10''","1020011"
"Paleniec","51°59'08''","19°45'38''","1020052"
"Palestyna","54°23'31''","18°00'19''","2205025"
"Palestyna","52°39'39''","20°30'40''","1420112"
"Palestyna","53°59'25''","21°21'25''","2810032"
"Palestyna","53°25'39''","23°40'55''","2011052"
"Palestyna","51°54'53''","21°10'22''","1406032"
"Palestyna","52°19'02''","21°47'10''","1433092"
"Palestyna","51°52'53''","19°29'29''","1020092"
"Palestyna","50°29'17''","20°52'31''","2601015"
"Paleśnica","49°47'41''","20°48'02''","1216145"
"Palędzie","52°22'36''","16°41'47''","3021052"
"Palędzie","52°22'12''","16°44'09''","3021052"
"Palędzie","50°33'44''","21°52'56''","1820032"
"Palędzie Dolne","52°39'17''","17°49'34''","0409035"
"Palędzie Kościelne","52°39'41''","17°50'33''","0409035"
"Palichlebówka","49°45'35''","19°28'37''","1215072"
"Palikije Drugie","51°14'48''","22°17'24''","0609132"
"Palikije Pierwsze","51°13'54''","22°18'26''","0609132"
"Kolonia Palikije Pierwsze","51°14'36''","22°18'37''","0609132"
"Palikówka","50°04'53''","22°08'38''","1816092"
"Kolonia Palikówka","50°04'25''","22°06'40''","1816092"
"Paliszew","51°49'06''","21°46'32''","1403052"
"Paliszewo","52°55'21''","16°41'23''","3002022"
"Paliwoda","50°44'45''","18°13'59''","1609085"
"Paliwoda","50°45'17''","18°14'48''","1609085"
"Paliwodzizna","53°04'38''","19°01'53''","0405032"
"Do Palkija","49°42'03''","20°14'18''","1207032"
"Palkije","49°40'48''","20°08'35''","1207092"
"Palkije","49°40'10''","20°12'53''","1207032"
"Palmierowo","52°58'19''","17°27'24''","0410015"
"Palmiry","52°21'59''","20°46'43''","1414022"
"Palmowo","52°28'43''","18°30'01''","3010132"
"Palonki","50°31'55''","20°50'44''","2601015"
"Palowice","50°05'59''","18°43'40''","2412015"
"Pawłów","50°05'43''","18°44'12''","2412015"
"Paluch","52°09'25''","20°57'30''","1465178"
"Paluch","51°16'32''","21°26'08''","1436012"
"Paluchowa","49°49'21''","19°26'60''","1218095"
"Paluchów","51°27'02''","22°11'07''","0614062"
"Paluchówka","51°05'51''","22°26'18''","0609102"
"Paluchówka","49°36'38''","20°58'09''","1210011"
"U Palucha","49°40'23''","19°36'48''","1215082"
"Paluchówka","49°37'15''","19°31'09''","1215082"
"Paluchówka","49°31'22''","19°40'31''","1211052"
"Paluchy","52°21'38''","21°33'53''","1434102"
"Paluchy","50°13'13''","22°35'07''","1814075"
"Paluchy","49°30'54''","20°24'14''","1211102"
"Paluszek","52°02'47''","18°14'10''","3027075"
"Paluszki","49°43'60''","20°06'47''","1207092"
"Paluzy","54°07'50''","20°56'54''","2801045"
"Pałac","51°03'11''","15°32'03''","0212035"
"Pałacówka","49°35'16''","21°39'04''","1807012"
"Pałacówka","49°35'06''","21°39'26''","1807025"
"Pałacyk","50°39'38''","20°28'03''","2602082"
"Pałapus","52°51'36''","22°18'39''","2013035"
"Pałapus Szlachecki","52°52'01''","21°56'07''","1416072"
"Pałapus Włościański","52°52'14''","21°56'17''","1416072"
"Kolonia Pałapus","52°51'57''","21°54'55''","1416072"
"Pałaszówka","49°33'19''","19°52'45''","1211112"
"Pałusówka","49°49'02''","19°43'08''","1218042"
"Gałówka","49°48'41''","19°44'25''","1215032"
"Pałatki","53°10'20''","23°25'54''","2002042"
"Stadnina","53°43'39''","19°15'08''","2207045"
"Paławienczyki","52°59'17''","23°43'46''","2002075"
"Pałęczek","51°20'21''","21°47'33''","1436032"
"Pałąki","51°20'11''","20°41'53''","1423012"
"Pałck","52°07'23''","15°29'27''","0808032"
"Pałcz","53°09'45''","18°10'28''","0461011"
"Połcze Pierwsze","50°01'35''","21°02'46''","1216092"
"Pałczew","51°38'37''","19°36'24''","1006032"
"Pałczyn","52°13'45''","17°28'15''","3030025"
"Pałczynek","52°14'40''","17°27'22''","3030025"
"Pałeczka","52°37'28''","17°56'41''","0409035"
"Pałeczki","50°44'47''","20°18'47''","2602035"
"Pałecznica","51°28'54''","22°40'17''","0608092"
"Pałecznica","51°29'33''","22°42'08''","0608092"
"Pałecznica","50°17'27''","20°18'01''","1214042"
"Pałecznica-Kolonia","51°29'53''","22°39'27''","0608092"
"Pałęczak","50°25'29''","19°08'32''","2401052"
"Pałęgi","51°00'25''","20°22'12''","2604112"
"Pałęk","50°11'39''","20°52'49''","1204052"
"Pałki","51°20'22''","21°32'35''","1436055"
"Pałki","50°32'34''","22°14'20''","1812075"
"Pałki","51°47'29''","18°49'58''","1011062"
"Pałki","49°49'41''","20°02'59''","1209035"
"Pałki","49°23'03''","19°56'22''","1211032"
"Pałkówka","49°18'14''","19°54'42''","1217042"
"Pałom","49°27'23''","19°11'27''","2417142"
"Na Patoręcznej","49°38'35''","19°38'54''","1215082"
"Pałosy","53°44'24''","23°32'45''","2001045"
"Pałowo","54°26'29''","16°48'36''","3213052"
"Pałówko","54°26'06''","16°49'11''","3213052"
"Pałubice","54°23'26''","17°51'23''","2205042"
"Pałubice-Wybudowanie","54°22'37''","17°51'39''","2205042"
"Pałubin","53°59'49''","18°13'07''","2206082"
"Pałubinek","53°57'53''","18°18'45''","2213132"
"Pałubówka","49°36'25''","20°54'02''","1210042"
"Pałuczyna","52°43'07''","18°02'54''","0407055"
"Pałuki","52°52'55''","20°45'38''","1402072"
"Pałuszyce","50°13'26''","20°44'30''","1216122"
"Pałyga","49°30'50''","20°46'30''","1210122"
"Pałysz","50°44'56''","19°01'22''","2404072"
"Pamiątka","52°27'22''","18°34'59''","3010132"
"Pamiątka","51°56'33''","20°50'43''","1418065"
"Pamiątkowice","52°26'54''","15°15'58''","0807045"
"Pamiątkowo","52°33'12''","16°40'50''","3024075"
"Pamiątków","51°38'35''","18°21'20''","3007102"
"Pamięcice","50°18'20''","20°16'59''","1214042"
"Pamięcin","51°49'54''","18°03'19''","3007012"
"Pamięcin","52°27'06''","14°39'45''","0805022"
"Pamięcin","53°12'22''","15°34'08''","3202065"
"Pamięcin","51°00'27''","22°47'12''","0609092"
"Pamiętna","51°56'33''","20°13'54''","1015082"
"Pamiętowo","53°30'46''","17°40'12''","0416032"
"Pamry","53°55'46''","22°00'07''","2806102"
"Panasówka","50°36'07''","22°52'41''","0602132"
"Panaszew","51°52'51''","19°01'43''","1011035"
"Pancerzyn","53°36'04''","20°02'58''","2815092"
"Panciawa","49°56'19''","20°00'35''","1219055"
"Pandoły","50°58'02''","19°54'25''","2613012"
"Panek","50°48'54''","20°30'29''","2604034"
"Panewnik","50°14'21''","18°54'20''","2472011"
"Panewniki","50°13'50''","18°57'08''","2469011"
"Paniczkówka","49°43'53''","19°30'06''","1215072"
"Paniekąt","50°02'08''","20°06'23''","1219055"
"Panienka","52°00'03''","17°21'45''","3006015"
"Panieński Ostrów","53°19'53''","18°23'24''","0404022"
"Panieńszczyzna","51°18'12''","22°26'09''","0609072"
"Paniewek","52°32'18''","18°44'42''","0411072"
"Paniewo","52°27'59''","18°18'25''","3010092"
"Paniewo","53°54'10''","23°17'10''","2001062"
"Paniewo Poduchowne","52°32'29''","18°42'53''","0411072"
"Panigrodzek","52°58'27''","17°22'41''","3028035"
"Panigródz","52°57'25''","17°23'54''","3028035"
"Paniowice","51°12'43''","16°56'25''","0220015"
"Paniowy","50°12'30''","18°49'19''","2408021"
"Paniówki","50°13'51''","18°46'51''","2405032"
"Panistruga","53°56'11''","22°06'23''","2805052"
"Paniszczów","49°19'44''","22°33'05''","1801032"
"Paniwola","51°47'48''","17°21'54''","3012035"
"Panki","50°52'56''","18°44'52''","2406062"
"Pankowszczyzna","51°08'54''","21°13'53''","1425034"
"Panków","50°53'54''","16°31'52''","0219072"
"Pankówka","49°33'48''","20°00'06''","1211125"
"Panoniewo","53°01'30''","17°58'39''","0403052"
"Panoszkowa","49°37'36''","19°59'35''","1211124"
"Panoszów","50°48'47''","18°37'34''","2407032"
"Panoszów","50°48'39''","18°36'19''","2407032"
"Panowa","49°28'31''","19°41'02''","1211052"
"Panowice","52°21'31''","15°43'52''","0803065"
"Panowice","51°39'01''","18°35'02''","1014102"
"Pantalowice","49°57'14''","22°26'24''","1814055"
"Pańki","52°55'31''","23°09'35''","2002052"
"Pańki","53°07'41''","22°52'31''","2002015"
"Kolonia Pańki","53°06'58''","22°52'53''","2002015"
"Kolonia Pańki","52°56'15''","23°11'26''","2002052"
"Pańków","50°30'45''","23°21'15''","0618092"
"Pańkówka","49°50'06''","19°23'14''","1218015"
"Pańkówka","49°49'53''","19°25'07''","1218095"
"Pańska","50°47'23''","21°55'09''","0607025"
"Pańska Dolina","50°49'54''","23°17'11''","0620112"
"Pańska Góra","49°47'42''","21°59'30''","1802022"
"Pańska Góra","49°40'16''","22°00'11''","1802015"
"Pańska Łaska","53°03'54''","16°25'26''","3002075"
"Pańska Łąka","49°32'31''","18°58'32''","2403092"
"Pańska Ulica","50°40'09''","21°50'38''","1820022"
"Pańska Wola","53°52'29''","22°02'46''","2806102"
"Pański Młyn","49°22'39''","20°06'55''","1217032"
"Pańskie","49°59'44''","21°38'30''","1815045"
"Pańskie","50°51'28''","19°15'30''","2404152"
"Pańskie","49°49'26''","20°35'33''","1202062"
"Pańskie","49°54'46''","19°59'39''","1209062"
"Pańskie","49°49'20''","19°49'46''","1209035"
"Pańskie","49°45'39''","20°06'47''","1209092"
"Pańskie","49°43'18''","20°07'15''","1207092"
"Pańskie","49°38'12''","20°55'07''","1210042"
"Pańskie","49°31'04''","20°50'53''","1210082"
"Pańskie","49°36'09''","19°54'33''","1211112"
"Pańskie","49°26'27''","20°01'22''","1211142"
"Pańskie","49°47'06''","19°42'09''","1215032"
"Pańskie Łąki","49°52'57''","21°17'03''","1803052"
"Pola","49°57'09''","22°00'47''","1816145"
"Pola","49°55'29''","19°59'02''","1209062"
"Pańskie Pola","49°37'27''","20°49'43''","1210042"
"Pańskie Pola","49°53'06''","21°17'28''","1803052"
"Pańskie Pola","49°50'15''","20°48'18''","1216145"
"Pańskie Pola","49°57'26''","19°33'08''","1218022"
"Pańskie Pola","49°45'35''","19°04'42''","2402102"
"Pańskie Pole","50°18'29''","21°45'40''","1806012"
"Pańszczyki","49°22'08''","20°00'17''","1217022"
"Papajowa","49°35'55''","19°42'59''","1215042"
"Paparzyn","53°21'57''","18°38'02''","0404062"
"Papiernia","51°55'12''","16°17'25''","3013072"
"Papiernia","52°05'22''","17°25'18''","3025032"
"Papiernia","51°34'39''","17°46'05''","3017035"
"Papiernia","51°09'28''","18°15'26''","1018052"
"Papiernia","52°22'37''","15°59'26''","3015032"
"Papiernia","52°31'09''","15°58'50''","3014035"
"Papiernia","52°59'44''","16°49'32''","3001032"
"Papiernia","54°06'40''","17°46'23''","2206062"
"Papiernia","53°06'07''","18°49'26''","0405045"
"Papiernia","53°31'11''","18°34'38''","0414042"
"Papiernia","53°32'18''","19°40'17''","2807032"
"Papiernia","52°46'35''","21°33'29''","1435022"
"Papiernia","54°04'24''","22°55'46''","2063011"
"Papiernia","52°19'12''","21°30'02''","1412142"
"Papiernia","51°50'25''","20°18'07''","1013042"
"Papiernia","51°38'12''","22°25'50''","0608064"
"Papiernia","51°09'09''","21°40'22''","1409034"
"Papiernia","51°59'05''","19°11'34''","1020072"
"Papiernia","50°10'57''","23°19'14''","1809032"
"Papiernia","51°08'46''","19°58'25''","1012115"
"Papiernia","51°11'04''","20°02'17''","2605012"
"Papiernia","50°48'09''","20°42'19''","2604055"
"Papiernia","50°41'41''","20°52'32''","2604162"
"Papiernia","50°40'20''","20°51'25''","2604152"
"Papiernia","50°54'19''","20°02'55''","2613022"
"Papiernia","50°49'54''","19°51'20''","2613052"
"Papiernia","50°47'26''","20°21'06''","2604035"
"Papiernia","50°14'20''","21°33'13''","1811075"
"Papiernia","50°33'26''","19°19'45''","2409011"
"Papiernia","49°37'44''","20°05'09''","1207102"
"Papierny Borek","53°05'11''","21°11'18''","1411042"
"Papierzówka","49°42'39''","20°21'06''","1207112"
"Papieże","51°28'41''","19°36'38''","1010042"
"Papieżowa","49°41'54''","19°40'34''","1215065"
"Papieżówka","49°34'46''","19°57'59''","1211125"
"Papilak","50°14'51''","20°57'45''","1204052"
"Paplin","51°53'29''","20°23'16''","1015042"
"Paplin","52°28'20''","21°52'35''","1433032"
"Paplinek","51°52'26''","20°21'42''","1015042"
"Papowo","53°12'39''","16°21'27''","3217052"
"Papowo-Plebanka","53°14'30''","18°33'52''","0404052"
"Poniatówka","53°03'51''","18°40'35''","0415062"
"Sołectwo","53°05'01''","18°40'22''","0415062"
"Papowo Biskupie","53°15'04''","18°33'49''","0404052"
"Papowo Toruńskie","53°04'45''","18°39'29''","0415062"
"Papówka","51°08'18''","23°12'16''","0603082"
"Paprocany","50°05'53''","18°59'57''","2477011"
"Paprocice","50°49'32''","21°04'31''","2604132"
"Paprocie","54°04'39''","15°28'52''","3208062"
"Paprocie","49°38'09''","21°34'43''","1807012"
"Paprocin","52°21'37''","18°35'37''","3010105"
"Paprocina","54°15'47''","20°26'33''","2801052"
"Paproć","52°17'54''","16°09'35''","3015045"
"Paproć","50°10'31''","18°28'38''","2411055"
"Paproć","49°51'37''","22°10'28''","1816052"
"Paproć","49°59'46''","18°35'10''","2415092"
"Paproć Duża","52°51'44''","22°08'20''","2014042"
"Paproć Mała","52°52'28''","22°06'44''","2014042"
"Papros","52°42'34''","18°28'51''","0407065"
"Paprotka","51°50'28''","20°32'14''","1013025"
"Paprotki","50°43'38''","15°57'03''","0207035"
"Paprotki","51°41'37''","17°33'39''","3012045"
"Paprotki","54°17'58''","16°32'26''","3213042"
"Paprotki","53°55'43''","21°48'03''","2806062"
"Kolonia Paprotki","53°56'17''","21°47'29''","2806062"
"Paprotnia","52°10'43''","18°25'03''","3010062"
"Paprotnia","52°12'18''","20°25'23''","1428082"
"Paprotnia","52°18'04''","22°28'03''","1426062"
"Paprotnia","51°42'46''","20°33'31''","1013062"
"Paprotnia","51°41'50''","21°16'55''","1407042"
"Paprotnia","51°37'52''","21°39'43''","0616052"
"Paprotnia","51°47'56''","19°41'57''","1021022"
"Paprotnia","51°34'14''","18°55'60''","1019032"
"Paprotnia Dolna","51°48'12''","19°42'01''","1021022"
"Paprotnia Górna","51°47'53''","19°41'11''","1021022"
"Paprotnik","50°02'24''","18°17'15''","2415072"
"Paprotnik","50°05'58''","19°16'21''","1213034"
"Paprotnik","50°36'46''","19°18'53''","2409011"
"Paprotno","53°59'35''","15°03'43''","3205032"
"Paprotno","51°35'43''","20°47'57''","1401065"
"Paproty","54°17'45''","16°34'07''","3213042"
"Paproty","53°00'46''","19°14'53''","0412022"
"Paprzyce","54°28'32''","17°11'26''","2212022"
"Parachówka","50°17'02''","22°58'21''","1809072"
"Paracowie","49°45'42''","19°36'52''","1215092"
"Paradowo","52°29'51''","18°29'43''","3010132"
"Paradowszczyzna","51°53'24''","20°34'16''","1438025"
"Paradów","51°46'60''","17°16'17''","3004065"
"Paradyż","54°38'13''","18°08'20''","2215102"
"Paradyż","51°18'21''","20°06'52''","1007052"
"Parafianka","51°32'50''","22°01'20''","0614112"
"Parama","50°44'26''","22°09'59''","1818055"
"Parama","50°30'17''","23°35'18''","0618112"
"Parasol","51°40'17''","17°25'45''","3012044"
"Parasolka","51°23'39''","19°23'15''","1001022"
"Paraszynek","54°33'25''","17°58'46''","2215082"
"Paraszyno","54°32'21''","18°00'33''","2215082"
"Parądzice","51°59'49''","19°06'40''","1011052"
"Parcel","52°14'25''","19°10'22''","1002045"
"Parcela","52°08'19''","19°57'09''","1005072"
"Parcela","51°55'15''","18°47'39''","1011035"
"Parcela","51°22'45''","17°56'59''","3018075"
"Parcela","52°11'03''","18°42'06''","3009072"
"Parcela","52°40'33''","17°09'58''","3028054"
"Parcela","53°00'47''","19°08'02''","0405062"
"Parcela","52°12'38''","20°02'25''","1005062"
"Parcela","51°56'57''","23°17'12''","0601112"
"Parcela","51°38'46''","20°09'50''","1016042"
"Parcela","51°33'15''","19°38'02''","1010022"
"Parcela","51°25'03''","19°27'26''","1001022"
"Parcela","51°22'31''","18°49'33''","1017032"
"Parcela","51°19'47''","18°24'17''","1018062"
"Parcela","51°07'07''","19°19'38''","1012082"
"Parcela","51°07'57''","19°51'31''","1010072"
"Parcela","50°53'24''","20°59'04''","2604132"
"Podstoła-Parcela","50°40'12''","20°51'31''","2604152"
"Parcela","50°38'46''","20°50'37''","2604152"
"Parcela","50°50'24''","20°14'49''","2602035"
"Parcele","50°31'35''","20°28'01''","2608045"
"Parcela","50°19'58''","19°49'18''","1212062"
"Parcelacja","50°22'09''","20°06'10''","1208055"
"Parcela","50°16'23''","19°49'34''","1212062"
"Parcela","50°15'40''","20°23'50''","2603035"
"Parcela-Bielice","52°10'24''","20°17'52''","1428072"
"Parcela-Branków","51°42'09''","21°00'43''","1406115"
"Czarnożyły","51°16'60''","18°31'57''","1017022"
"Parcela-Grzędy","52°01'04''","20°51'32''","1418065"
"Parcela-Jeżów","51°19'28''","19°34'37''","1010102"
"Parcela-Kamionka","51°10'38''","18°35'49''","1017072"
"Parcela-Łęczeszyce","51°47'08''","20°46'45''","1406012"
"Parcela-Morsko","50°09'05''","20°31'53''","1214022"
"Parcela-Przypki","52°01'32''","20°49'48''","1418065"
"Parcela","51°15'57''","18°32'31''","1017022"
"Nowe Rybno","52°14'06''","20°06'38''","1428062"
"Parcela-Zaborów Stary","52°22'23''","19°23'37''","1404022"
"Parcela-Wola Przypkowska","52°01'23''","20°50'30''","1418065"
"Parcela Dolna","50°10'08''","20°30'41''","1214022"
"Parcela Druga","50°19'28''","20°01'21''","1208055"
"Falęcice-Parcela","51°42'05''","20°55'06''","1401022"
"Parcela Górna","50°09'31''","20°30'53''","1214022"
"Parcela Łochyńska","51°18'14''","19°41'10''","1010082"
"Parcela Pierwsza","50°19'42''","20°01'47''","1208055"
"Parcela Południowa","51°08'47''","18°41'40''","1017102"
"Parcela Południowa","50°17'41''","19°51'51''","1212062"
"Parcela Północna","51°09'10''","18°42'26''","1017102"
"Parcela Północna","50°17'57''","19°52'15''","1212062"
"Parcela Trzecia","50°19'14''","20°01'02''","1208055"
"Parcela Wolska","50°21'18''","20°05'05''","1208055"
"Barania Szyja","51°45'01''","22°44'43''","0615082"
"Parcelacja","50°43'21''","23°22'57''","0620092"
"Parcelacja","50°04'45''","22°26'27''","1814062"
"Parcelacja","49°56'02''","22°26'39''","1814055"
"Parcelacja Rożniatowska","49°58'21''","22°31'14''","1814092"
"Karczunek","49°57'59''","22°38'07''","1804032"
"Parcelacja","49°57'54''","22°39'47''","1804032"
"Parcelacja","49°54'34''","22°27'57''","1804075"
"Parcelacja","49°56'24''","22°35'13''","1804102"
"Parcelacja","49°55'26''","22°40'14''","1804032"
"Parcelacja","49°54'16''","22°37'41''","1804092"
"Parcelacja","50°30'14''","20°35'51''","2608045"
"Parcelacja","50°25'37''","20°37'05''","2608045"
"Parcelacja","50°19'00''","20°16'18''","1208062"
"Parcelacja","50°19'56''","20°29'33''","2603022"
"Parcelacja","50°14'49''","20°19'57''","1214042"
"Parcelacja","50°14'11''","20°20'45''","1214055"
"Parcelacja","50°13'51''","20°36'38''","2603012"
"Parcelacja","50°13'06''","20°34'58''","2603012"
"Parcelacja","50°08'24''","20°15'34''","1214012"
"Parcelacja","50°07'58''","20°19'60''","1214035"
"Parcelacja","50°05'52''","20°16'06''","1206022"
"Parcelacja","49°56'25''","22°29'30''","1804075"
"Parcelacja","49°54'27''","22°29'24''","1804074"
"Parcelacja-Ostrów","49°58'51''","22°48'07''","1804082"
"Trawka","49°58'25''","22°46'16''","1804042"
"Parcelacja Druga","50°09'51''","20°28'40''","1214035"
"Parcelacja Druga","50°08'23''","20°09'16''","1206052"
"Parcelacja Pierwsza","50°09'37''","20°28'50''","1214035"
"Parcelacja Pierwsza","50°08'43''","20°08'33''","1206052"
"Parcelacja Tuligłowska","49°54'03''","22°35'60''","1804092"
"Parcelanki","50°32'18''","20°09'28''","2602092"
"Parcelanty","50°48'47''","21°42'27''","2606055"
